CaseID,Activity,Timestamp,Originator
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:05:43,tim penguji halal
2980170455fc72e81343816038576288,Melakukan negosiasi,2020-12-02 01:05:53,tim pencari
2980170455fc72e81343816038576288,Mengevaluasi Pembelian,2020-12-02 01:06:07,bendahara
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:06:16,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:06:20,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:06:23,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:06:33,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:09:40,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:10:10,tim penguji halal
2980170455fc72e81343816038576288,informasi tidak halal dari supllier,2020-12-02 01:10:47,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:10:58,tim penguji halal
2980170455fc72e81343816038576288,Melakukan negosiasi,2020-12-02 01:11:38,tim pencari
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:11:45,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:11:55,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:12:11,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:12:28,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:12:33,tim penguji halal
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:12:47,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:12:50,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:12:54,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:13:07,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:13:12,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:13:16,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-02 01:13:48,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan enzim pada mikroba,2020-12-02 01:13:21,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:14:18,tim penguji halal
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:14:31,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:14:35,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:14:39,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:14:50,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:14:57,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:15:01,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-02 01:15:11,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan enzim pada mikroba,2020-12-02 01:15:07,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:15:16,tim penguji halal
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:15:27,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:15:30,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:15:34,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:15:46,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:15:50,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:15:55,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-02 01:16:04,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan enzim pada mikroba,2020-12-02 01:16:00,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:16:09,tim penguji halal
2980170455fc72e81343816038576288,Melakukan negosiasi,2020-12-02 01:16:20,tim pencari
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:16:27,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:16:30,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:16:34,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:16:46,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:16:52,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:16:56,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-02 01:17:05,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan enzim pada mikroba,2020-12-02 01:17:01,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:17:09,tim penguji halal
2980170455fc72e81343816038576288,Mencari supplier bahan mikrobial,2020-12-02 01:17:22,tim pencari
2980170455fc72e81343816038576288,Menerima informasi supplier,2020-12-02 01:17:26,tim pencari
2980170455fc72e81343816038576288,Memeriksa kelayakan bahan,2020-12-02 01:17:29,tim pencari
2980170455fc72e81343816038576288,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 01:17:40,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan alkohol,2020-12-02 01:17:44,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan dan sumber bahan microbial,2020-12-02 01:17:47,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-02 01:17:57,tim penguji halal
2980170455fc72e81343816038576288,Memeriksa kandungan enzim pada mikroba,2020-12-02 01:17:52,tim penguji halal
2980170455fc72e81343816038576288,Kesimpulan Haram,2020-12-02 01:18:03,tim penguji halal
2980170455fc72e81343816038576288,Melakukan negosiasi,2020-12-02 01:18:13,tim pencari
2980170455fc72e81343816038576288,Mengevaluasi Pembelian,2020-12-02 01:18:29,bendahara
2980170455fc72e81343816038576288,Melakukan Pembelian,2020-12-02 01:18:46,bendahara
2980170455fc72e81343816038576288,Melakukan pembayaran,2020-12-02 01:18:50,bendahara
2980170455fc72e81343816038576288,Membayar dengan uang tunai,2020-12-02 01:18:54,bendahara
2980170455fc72e81343816038576288,Konfirmasi Pembayaran,2020-12-02 01:19:06,supplier
2980170455fc72e81343816038576288,Pembuatan Nota Uang Tunai,2020-12-02 01:19:10,supplier
2980170455fc72e81343816038576288,Menerima Bahan,2020-12-02 01:19:19,tim pencari
6947333785fc72b83a42284022866102,Mencari supplier bahan mikrobial,2020-12-02 00:52:05,tim pencari
6947333785fc72b83a42284022866102,Menerima informasi supplier,2020-12-02 00:52:09,tim pencari
6947333785fc72b83a42284022866102,Memeriksa kelayakan bahan,2020-12-02 00:52:28,tim pencari
6947333785fc72b83a42284022866102,Memeriksa sertifikat halal dan atau logo halal,2020-12-02 00:53:02,tim penguji halal
6947333785fc72b83a42284022866102,Melakukan negosiasi,2020-12-02 00:53:36,tim pencari
6947333785fc72b83a42284022866102,Mengevaluasi Pembelian,2020-12-02 00:54:22,bendahara
6947333785fc72b83a42284022866102,Melakukan Pembelian,2020-12-02 00:54:56,bendahara
6947333785fc72b83a42284022866102,Melakukan pembayaran,2020-12-02 00:55:16,bendahara
6947333785fc72b83a42284022866102,Membayar dengan uang tunai,2020-12-02 00:57:20,bendahara
6947333785fc72b83a42284022866102,Konfirmasi Pembayaran,2020-12-02 00:59:47,supplier
6947333785fc72b83a42284022866102,Pembuatan Nota Uang Tunai,2020-12-02 01:00:17,supplier
6947333785fc72b83a42284022866102,Menerima Bahan,2020-12-02 01:00:52,tim pencari
7210991015fcf2e5d17d5a5058590093,Mencari supplier bahan mikrobial,2020-12-08 02:42:22,tim pencari
7210991015fcf2e5d17d5a5058590093,Menerima informasi supplier,2020-12-08 02:42:25,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa kelayakan bahan,2020-12-08 02:42:28,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa sertifikat halal dan atau logo halal,2020-12-08 02:42:39,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa kandungan alkohol,2020-12-08 02:42:48,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa kandungan dan sumber bahan microbial,2020-12-08 02:42:53,tim penguji halal
7210991015fcf2e5d17d5a5058590093,informasi tidak halal dari supllier,2020-12-08 02:43:00,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Kesimpulan Haram,2020-12-08 02:43:05,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Mencari supplier bahan mikrobial,2020-12-08 02:43:17,tim pencari
7210991015fcf2e5d17d5a5058590093,Menerima informasi supplier,2020-12-08 02:43:29,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa kelayakan bahan,2020-12-08 02:43:34,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa sertifikat halal dan atau logo halal,2020-12-08 02:43:45,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Melakukan negosiasi,2020-12-08 02:44:04,tim pencari
7210991015fcf2e5d17d5a5058590093,Mencari supplier bahan mikrobial,2020-12-08 02:44:15,tim pencari
7210991015fcf2e5d17d5a5058590093,Menerima informasi supplier,2020-12-08 02:44:19,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa kelayakan bahan,2020-12-08 02:44:22,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa sertifikat halal dan atau logo halal,2020-12-08 02:44:31,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Melakukan negosiasi,2020-12-08 02:44:42,tim pencari
7210991015fcf2e5d17d5a5058590093,Mengevaluasi Pembelian,2020-12-08 02:45:03,bendahara
7210991015fcf2e5d17d5a5058590093,Mencari supplier bahan mikrobial,2020-12-08 02:45:13,tim pencari
7210991015fcf2e5d17d5a5058590093,Menerima informasi supplier,2020-12-08 02:45:17,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa kelayakan bahan,2020-12-08 02:45:20,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa sertifikat halal dan atau logo halal,2020-12-08 02:45:36,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa kandungan alkohol,2020-12-08 02:45:41,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa kandungan dan sumber bahan microbial,2020-12-08 02:45:50,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa jenis karbon dan nitrogen pada mikroba,2020-12-08 02:46:08,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Memeriksa kandungan enzim pada mikroba,2020-12-08 02:45:58,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Kesimpulan Haram,2020-12-08 02:46:11,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Melakukan negosiasi,2020-12-08 02:46:20,tim pencari
7210991015fcf2e5d17d5a5058590093,Mengevaluasi Pembelian,2020-12-08 02:46:30,bendahara
7210991015fcf2e5d17d5a5058590093,Mencari supplier bahan mikrobial,2020-12-08 02:46:39,tim pencari
7210991015fcf2e5d17d5a5058590093,Menerima informasi supplier,2020-12-08 02:46:43,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa kelayakan bahan,2020-12-08 02:46:47,tim pencari
7210991015fcf2e5d17d5a5058590093,Memeriksa sertifikat halal dan atau logo halal,2020-12-08 02:46:56,tim penguji halal
7210991015fcf2e5d17d5a5058590093,Melakukan negosiasi,2020-12-08 02:47:06,tim pencari
7210991015fcf2e5d17d5a5058590093,Mengevaluasi Pembelian,2020-12-08 02:47:15,bendahara
7210991015fcf2e5d17d5a5058590093,Melakukan Pembelian,2020-12-08 02:47:20,bendahara
7210991015fcf2e5d17d5a5058590093,Melakukan pembayaran,2020-12-08 02:47:24,bendahara
7210991015fcf2e5d17d5a5058590093,Membayar dengan uang tunai,2020-12-08 02:47:28,bendahara
7210991015fcf2e5d17d5a5058590093,Konfirmasi Pembayaran,2020-12-08 02:47:36,supplier
7210991015fcf2e5d17d5a5058590093,Pembuatan Nota Uang Tunai,2020-12-08 02:47:40,supplier
7210991015fcf2e5d17d5a5058590093,Menerima Bahan,2020-12-08 02:47:53,tim pencari
